region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
wilmington,17995,2011.0,audi,audi - a8 l,excellent,8 cylinders,gas,97098.0,clean,automatic,4wd,full-size,sedan,grey,nc
wilmington,31992,2017.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,56241.0,clean,automatic,4wd,full-size,offroad,black,nc
wilmington,45425,2015.0,ford,ford - f250sd,excellent,8 cylinders,diesel,89437.0,clean,automatic,4wd,full-size,pickup,red,nc
wilmington,13995,2012.0,honda,honda - cr-v,excellent,4 cylinders,gas,96608.0,clean,automatic,4wd,mid-size,SUV,silver,nc
wilmington,12850,2009.0,pontiac,pontiac - solstice gxp,like new,4 cylinders,gas,66600.0,clean,automatic,rwd,sub-compact,convertible,white,nc
wilmington,5995,2012.0,chevrolet,chevrolet - sonic,excellent,4 cylinders,gas,98006.0,clean,manual,fwd,sub-compact,sedan,red,nc
wilmington,49500,2018.0,ford,ford - f-350 sd,excellent,8 cylinders,diesel,60330.0,clean,automatic,4wd,full-size,truck,white,nc
wilmington,43500,2006.0,ram,ram - 2500,excellent,6 cylinders,diesel,138498.0,clean,other,4wd,full-size,truck,custom,nc
wilmington,28500,1996.0,ford,ford - f-250,excellent,8 cylinders,diesel,171442.0,clean,automatic,4wd,full-size,truck,white,nc
wilmington,10900,2011.0,lincoln,lincoln - mkx,excellent,6 cylinders,gas,113000.0,clean,automatic,fwd,mid-size,hatchback,white,nc
wilmington,32619,2016.0,ram,ram - 1500,excellent,8 cylinders,gas,89199.0,clean,automatic,4wd,full-size,pickup,blue,nc
winston-salem,37923,2012.0,ford,ford - f450sd,excellent,8 cylinders,diesel,138764.0,clean,automatic,4wd,full-size,pickup,black,nc
winston-salem,4495,2011.0,toyota,toyota - scion xb,good,4 cylinders,gas,133000.0,salvage,automatic,fwd,compact,sedan,blue,nc
winston-salem,11000,2012.0,audi,audi - q5 quattro premium plus,excellent,6 cylinders,gas,152000.0,clean,automatic,4wd,full-size,SUV,black,nc
winston-salem,6900,2012.0,ford,ford - escape,excellent,4 cylinders,gas,159000.0,clean,automatic,fwd,full-size,SUV,grey,nc
winston-salem,14900,2009.0,infiniti,infiniti - g37s convertible,excellent,6 cylinders,gas,67400.0,clean,automatic,rwd,mid-size,convertible,white,nc
winston-salem,9495,2013.0,chrysler,chrysler - town country touring l,like new,6 cylinders,gas,153046.0,clean,automatic,fwd,full-size,mini-van,blue,nc
winston-salem,29900,2017.0,ford,ford - expedition platinum 4x4 gas,excellent,6 cylinders,gas,72849.0,rebuilt,automatic,4wd,full-size,SUV,white,nc
winston-salem,8100,2004.0,ford,ford - f150 supercrew,good,8 cylinders,gas,206823.0,clean,automatic,rwd,full-size,pickup,white,nc
winston-salem,6995,2001.0,ford,ford - f-150,like new,6 cylinders,gas,212379.0,clean,automatic,rwd,full-size,truck,green,nc
winston-salem,6995,2004.0,toyota,toyota - highlander,like new,4 cylinders,gas,228549.0,clean,automatic,fwd,full-size,SUV,custom,nc
winston-salem,37923,2012.0,ford,ford - f450sd,excellent,8 cylinders,diesel,138764.0,clean,automatic,4wd,full-size,pickup,black,nc
winston-salem,6995,2007.0,acura,acura - rdx,excellent,4 cylinders,gas,139365.0,clean,automatic,4wd,full-size,SUV,red,nc
winston-salem,13000,2012.0,mercedes-benz,mercedes-benz - benz e350,excellent,6 cylinders,diesel,109000.0,clean,automatic,rwd,full-size,sedan,brown,nc
winston-salem,7650,2005.0,audi,audi - a4 quattro,excellent,6 cylinders,gas,100000.0,clean,automatic,4wd,mid-size,sedan,blue,nc
winston-salem,3295,2004.0,volvo,volvo - xc90,good,5 cylinders,gas,219000.0,clean,automatic,fwd,mid-size,SUV,silver,nc
winston-salem,10995,2013.0,volkswagen,volkswagen - new beetle,excellent,4 cylinders,gas,75000.0,clean,automatic,fwd,compact,coupe,black,nc
winston-salem,5995,2008.0,audi,audi - a4 2.0 quattro,good,4 cylinders,gas,117000.0,clean,automatic,4wd,mid-size,sedan,grey,nc
winston-salem,2000,2001.0,mazda,mazda - protege,good,4 cylinders,gas,158321.0,clean,manual,fwd,compact,sedan,green,nc
winston-salem,6500,2008.0,nissan,nissan - altima,good,4 cylinders,gas,115202.0,clean,automatic,fwd,mid-size,sedan,grey,nc
winston-salem,37923,2012.0,ford,ford - f450sd,excellent,8 cylinders,diesel,138764.0,clean,automatic,4wd,full-size,pickup,black,nc
winston-salem,5495,2000.0,nissan,nissan - pathfinder,like new,6 cylinders,gas,232610.0,clean,automatic,rwd,full-size,SUV,blue,nc
winston-salem,7995,2012.0,dodge,dodge - grand caravan,like new,6 cylinders,gas,160440.0,clean,automatic,fwd,full-size,van,silver,nc
winston-salem,5300,2007.0,toyota,toyota - camry xle,excellent,6 cylinders,gas,181670.0,clean,automatic,rwd,full-size,sedan,grey,nc
winston-salem,35995,2015.0,chevrolet,chevrolet - tahoe,excellent,8 cylinders,gas,106542.0,clean,automatic,4wd,full-size,SUV,silver,nc
winston-salem,23995,2014.0,chevrolet,chevrolet - suburban,excellent,8 cylinders,gas,124471.0,clean,automatic,4wd,full-size,SUV,white,nc
winston-salem,43995,2017.0,ford,ford - super duty f-350 srw,excellent,8 cylinders,diesel,113081.0,clean,automatic,4wd,full-size,truck,white,nc
winston-salem,20995,2014.0,ford,ford - mustang,excellent,8 cylinders,gas,94264.0,clean,manual,rwd,mid-size,coupe,black,nc
winston-salem,19995,2017.0,toyota,toyota - sienna,excellent,6 cylinders,gas,99499.0,clean,automatic,fwd,full-size,van,black,nc
winston-salem,54995,2015.0,ford,ford - super duty f-350 srw,excellent,8 cylinders,diesel,105525.0,clean,automatic,4wd,full-size,truck,black,nc
winston-salem,42995,2013.0,ford,ford - super duty f-250 srw,excellent,8 cylinders,diesel,126063.0,clean,automatic,4wd,full-size,truck,black,nc
winston-salem,36995,2018.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,106936.0,clean,automatic,4wd,full-size,truck,red,nc
winston-salem,36995,2012.0,ford,ford - super duty f-350 srw,excellent,8 cylinders,diesel,125133.0,clean,automatic,4wd,full-size,truck,blue,nc
winston-salem,35995,2011.0,ford,ford - super duty f-250 srw,excellent,8 cylinders,diesel,116599.0,clean,automatic,4wd,full-size,truck,brown,nc
winston-salem,33500,2015.0,toyota,toyota - tundra 4wd truck,excellent,8 cylinders,gas,100918.0,clean,automatic,4wd,full-size,truck,grey,nc
winston-salem,6000,2002.0,volkswagen,volkswagen - eurovan gls,excellent,6 cylinders,gas,209000.0,clean,automatic,fwd,full-size,van,green,nc
winston-salem,4500,2006.0,audi,audi - s4 avant,fair,8 cylinders,gas,130000.0,rebuilt,manual,4wd,full-size,wagon,silver,nc
winston-salem,8995,2009.0,honda,honda - cr-v,like new,4 cylinders,gas,177530.0,clean,automatic,4wd,full-size,SUV,blue,nc
winston-salem,6495,2007.0,kia,kia - sorento,like new,6 cylinders,gas,187003.0,clean,automatic,fwd,full-size,SUV,custom,nc
winston-salem,10500,2014.0,toyota,toyota - camry,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,full-size,sedan,red,nc
winston-salem,21000,1995.0,pontiac,pontiac - trans am,like new,8 cylinders,gas,8246.0,clean,automatic,rwd,mid-size,coupe,red,nc
winston-salem,5995,2008.0,audi,audi - a4 2.0 quattro,good,4 cylinders,gas,117000.0,clean,automatic,4wd,mid-size,sedan,grey,nc
winston-salem,10995,2013.0,volkswagen,volkswagen - new beetle,excellent,4 cylinders,gas,75000.0,clean,automatic,fwd,compact,coupe,black,nc
winston-salem,3295,2004.0,volvo,volvo - xc90,good,5 cylinders,gas,219000.0,clean,automatic,fwd,mid-size,SUV,silver,nc
winston-salem,12943,2006.0,ford,ford - f150,excellent,8 cylinders,gas,125682.0,clean,automatic,4wd,full-size,pickup,white,nc
winston-salem,37923,2012.0,ford,ford - f450sd,excellent,8 cylinders,diesel,138764.0,clean,automatic,4wd,full-size,pickup,black,nc
winston-salem,7000,2013.0,toyota,toyota - prius two hatchback 4d,excellent,4 cylinders,gas,156840.0,clean,automatic,fwd,mid-size,hatchback,silver,nc
winston-salem,9332,2010.0,honda,honda - element ex 4x4,like new,4 cylinders,gas,172965.0,clean,automatic,4wd,mid-size,SUV,grey,nc
winston-salem,11000,2012.0,audi,audi - q5 quattro premium plus,excellent,6 cylinders,gas,152000.0,clean,automatic,4wd,full-size,SUV,black,nc
winston-salem,7495,2008.0,honda,honda - odyssey,like new,6 cylinders,gas,198573.0,clean,automatic,fwd,full-size,van,white,nc
winston-salem,6495,2006.0,toyota,toyota - avalon,like new,6 cylinders,gas,207102.0,clean,automatic,fwd,compact,sedan,custom,nc
winston-salem,6000,2002.0,volkswagen,volkswagen - eurovan gls,excellent,6 cylinders,gas,209000.0,clean,automatic,fwd,full-size,van,green,nc
winston-salem,12500,1998.0,ford,ford - mustang,like new,8 cylinders,gas,65359.0,clean,manual,rwd,mid-size,convertible,green,nc
winston-salem,20136,2007.0,chevrolet,chevrolet - corvette convertible,like new,8 cylinders,gas,108997.0,clean,automatic,rwd,mid-size,convertible,silver,nc
winston-salem,12792,2013.0,honda,honda - pilot ex-l,excellent,6 cylinders,gas,139700.0,clean,automatic,fwd,full-size,SUV,black,nc
winston-salem,16949,2015.0,honda,honda - cr-v ex-l navi,like new,4 cylinders,gas,110600.0,clean,automatic,fwd,mid-size,SUV,grey,nc
winston-salem,7000,2013.0,toyota,toyota - prius two hatchback 4d,excellent,4 cylinders,gas,156840.0,clean,automatic,fwd,mid-size,hatchback,silver,nc
winston-salem,11844,2003.0,toyota,toyota - tundra sr5 4x4,good,8 cylinders,gas,187548.0,clean,automatic,4wd,full-size,truck,red,nc
grand island,7000,2010.0,mercury,mercury - milan premier,good,6 cylinders,gas,117534.0,clean,automatic,fwd,compact,sedan,red,ne
grand island,5250,2005.0,chevrolet,chevrolet - tahoe z71,good,8 cylinders,gas,241367.0,clean,automatic,4wd,full-size,SUV,black,ne
grand island,4200,2007.0,chevrolet,chevrolet - impala ls,good,6 cylinders,gas,143849.0,clean,automatic,fwd,full-size,sedan,silver,ne
grand island,12500,2013.0,chevrolet,chevrolet - camaro ls,good,6 cylinders,gas,111566.0,clean,manual,rwd,full-size,coupe,red,ne
grand island,11800,2003.0,chevrolet,chevrolet - silverado 2500,good,8 cylinders,gas,229040.0,clean,automatic,4wd,full-size,pickup,grey,ne
grand island,10500,2010.0,chevrolet,chevrolet - silverado 1500,good,8 cylinders,gas,147862.0,salvage,automatic,4wd,full-size,pickup,white,ne
grand island,2000,1996.0,lincoln,lincoln - town car,excellent,8 cylinders,gas,168101.0,clean,automatic,rwd,full-size,sedan,green,ne
grand island,12500,2013.0,chevrolet,chevrolet - camaro ls,good,6 cylinders,gas,111566.0,clean,manual,rwd,full-size,coupe,red,ne
grand island,1650,2000.0,buick,buick - lesabre,fair,6 cylinders,gas,253884.0,clean,automatic,fwd,mid-size,sedan,blue,ne
grand island,28000,2015.0,chevrolet,chevrolet - ss sedan,good,8 cylinders,gas,75129.0,rebuilt,automatic,rwd,full-size,sedan,black,ne
grand island,4200,2007.0,chevrolet,chevrolet - impala ls,good,6 cylinders,gas,143849.0,clean,automatic,fwd,full-size,sedan,silver,ne
grand island,6500,2012.0,nissan,nissan - versa s,excellent,4 cylinders,gas,48000.0,clean,automatic,fwd,compact,SUV,blue,ne
grand island,11500,2011.0,buick,buick - lucerne,like new,6 cylinders,gas,62150.0,clean,automatic,fwd,mid-size,coupe,red,ne
grand island,8850,2008.0,dodge,dodge - dakota crew cab 4x4,good,8 cylinders,gas,184000.0,clean,automatic,4wd,mid-size,pickup,white,ne
lincoln,7950,2009.0,toyota,toyota - camry le,good,4 cylinders,gas,134743.0,clean,automatic,fwd,mid-size,sedan,white,ne
lincoln,59900,2018.0,ford,ford - f150 raptor supercrew 4x4,excellent,6 cylinders,gas,57000.0,clean,automatic,4wd,full-size,pickup,black,ne
lincoln,36900,2019.0,ford,ford - explorer xlt 4x4,like new,6 cylinders,gas,24000.0,clean,automatic,4wd,mid-size,SUV,black,ne
lincoln,5750,1998.0,ford,ford - mustang,excellent,6 cylinders,gas,131680.0,clean,manual,rwd,mid-size,coupe,red,ne
lincoln,8995,1997.0,chevrolet,chevrolet - tahoe,excellent,8 cylinders,gas,172000.0,clean,automatic,4wd,full-size,SUV,red,ne
lincoln,10950,2012.0,chrysler,chrysler - town & country,excellent,6 cylinders,gas,101117.0,clean,automatic,fwd,mid-size,mini-van,white,ne
lincoln,9950,2016.0,kia,kia - forte,excellent,4 cylinders,gas,46176.0,clean,automatic,fwd,compact,sedan,silver,ne
lincoln,39500,2016.0,chevrolet,chevrolet - silverado,excellent,8 cylinders,gas,105211.0,clean,automatic,4wd,full-size,truck,brown,ne
lincoln,33950,2016.0,chevrolet,chevrolet - silverado,excellent,8 cylinders,gas,116058.0,clean,automatic,4wd,full-size,truck,black,ne
lincoln,16900,2014.0,ford,ford - explorer xlt 4x4,good,6 cylinders,gas,99000.0,clean,automatic,4wd,mid-size,SUV,black,ne
lincoln,11900,2015.0,chrysler,chrysler - town & country touring,good,6 cylinders,gas,104000.0,clean,automatic,fwd,mid-size,mini-van,black,ne
lincoln,6395,2008.0,ford,ford - f-150 xlt,excellent,8 cylinders,gas,252000.0,clean,automatic,4wd,full-size,pickup,red,ne
lincoln,22900,2016.0,ford,ford - edge sel awd,excellent,6 cylinders,gas,78000.0,clean,automatic,4wd,mid-size,SUV,grey,ne
lincoln,29900,2019.0,ford,ford - edge sel awd,like new,4 cylinders,gas,28000.0,clean,automatic,4wd,mid-size,SUV,red,ne
lincoln,29998,2014.0,gmc,gmc - savana passenger,good,8 cylinders,gas,34974.0,clean,automatic,4wd,full-size,van,white,ne
lincoln,23995,2013.0,chevrolet,chevrolet - express cargo van,good,8 cylinders,gas,96572.0,clean,automatic,4wd,mid-size,van,black,ne
lincoln,18990,2010.0,chevrolet,chevrolet - express cargo van,good,8 cylinders,gas,115051.0,clean,automatic,4wd,mid-size,van,white,ne
lincoln,8000,2017.0,jeep,jeep - compass,excellent,4 cylinders,gas,50000.0,salvage,automatic,4wd,full-size,SUV,custom,ne
lincoln,8995,2004.0,lexus,lexus - rx 330,good,6 cylinders,gas,172340.0,clean,automatic,4wd,full-size,SUV,grey,ne
lincoln,7995,2000.0,ford,ford - ranger,good,6 cylinders,gas,170976.0,clean,manual,4wd,full-size,truck,white,ne
lincoln,10995,2007.0,lexus,lexus - rx 350,good,6 cylinders,gas,104976.0,clean,automatic,4wd,full-size,SUV,green,ne
lincoln,6500,2006.0,honda,honda - civic cpe,good,4 cylinders,gas,104601.0,clean,automatic,fwd,mid-size,coupe,blue,ne
lincoln,8995,2011.0,jeep,jeep - patriot,excellent,4 cylinders,gas,73676.0,clean,automatic,4wd,full-size,SUV,white,ne
lincoln,11995,2005.0,toyota,toyota - tacoma,excellent,6 cylinders,gas,231297.0,clean,automatic,rwd,full-size,truck,blue,ne
lincoln,9995,2011.0,chevrolet,chevrolet - traverse,excellent,6 cylinders,gas,128143.0,clean,automatic,4wd,full-size,SUV,white,ne
lincoln,3995,2001.0,honda,honda - accord,excellent,4 cylinders,gas,151505.0,clean,automatic,fwd,mid-size,coupe,blue,ne
lincoln,6995,2012.0,jeep,jeep - compass,excellent,4 cylinders,gas,149937.0,clean,automatic,4wd,full-size,SUV,black,ne
lincoln,6995,2007.0,jeep,jeep - patriot,excellent,4 cylinders,gas,118464.0,clean,automatic,fwd,full-size,SUV,custom,ne
lincoln,34900,2019.0,ford,ford - edge sel awd,like new,4 cylinders,gas,11000.0,clean,automatic,4wd,mid-size,SUV,red,ne
lincoln,42900,2018.0,ford,ford - f150 supercrew xlt 4x4,like new,6 cylinders,gas,14000.0,clean,automatic,4wd,full-size,pickup,blue,ne
lincoln,37900,2019.0,ford,ford - edge titanium awd,like new,4 cylinders,gas,17000.0,clean,automatic,4wd,mid-size,SUV,blue,ne
lincoln,6800,2015.0,ford,ford - focus,excellent,4 cylinders,gas,78000.0,salvage,automatic,fwd,full-size,sedan,grey,ne
lincoln,13900,2013.0,ford,ford - edge sel awd,excellent,6 cylinders,gas,108000.0,clean,automatic,4wd,mid-size,SUV,silver,ne
lincoln,34900,2019.0,ford,ford - edge sel awd,like new,4 cylinders,gas,6000.0,clean,automatic,4wd,mid-size,SUV,silver,ne
lincoln,33900,2019.0,ford,ford - edge titanium awd,like new,4 cylinders,gas,21000.0,clean,automatic,4wd,mid-size,SUV,white,ne
lincoln,12850,2010.0,chevrolet,chevrolet - tahoe hybrid,excellent,8 cylinders,gas,144759.0,clean,automatic,4wd,full-size,SUV,red,ne
lincoln,9850,2008.0,chevrolet,chevrolet - express g3500,excellent,8 cylinders,gas,171645.0,clean,automatic,rwd,full-size,van,grey,ne
lincoln,8750,2011.0,buick,buick - lacrosse,excellent,6 cylinders,gas,130546.0,clean,automatic,fwd,mid-size,sedan,brown,ne
lincoln,7500,2013.0,kia,kia - soul,excellent,4 cylinders,gas,88372.0,clean,automatic,fwd,compact,wagon,black,ne
lincoln,11500,2014.0,hyundai,hyundai - elantra gt,excellent,4 cylinders,gas,45952.0,clean,automatic,fwd,compact,hatchback,silver,ne
lincoln,12200,2013.0,chevrolet,chevrolet - traverse lt,excellent,6 cylinders,gas,126691.0,clean,automatic,4wd,mid-size,SUV,black,ne
lincoln,12200,2014.0,chevrolet,chevrolet - equinox lt,excellent,6 cylinders,gas,127948.0,clean,automatic,4wd,mid-size,SUV,blue,ne
lincoln,17900,2013.0,chevrolet,chevrolet - 1500 silverado,good,8 cylinders,gas,120594.0,clean,automatic,4wd,full-size,truck,white,ne
lincoln,16900,2017.0,ford,ford - escape se 4x4,excellent,4 cylinders,gas,71000.0,clean,automatic,4wd,compact,SUV,red,ne
lincoln,29900,2019.0,ford,ford - escape titanium 4x4,like new,4 cylinders,gas,17000.0,clean,automatic,4wd,compact,SUV,grey,ne
lincoln,17249,2014.0,volkswagen,volkswagen - beelte r line,like new,4 cylinders,gas,12793.0,clean,automatic,fwd,compact,hatchback,black,ne
lincoln,8500,2012.0,volkswagen,volkswagen - tiguan se,excellent,4 cylinders,gas,96109.0,clean,automatic,fwd,compact,SUV,blue,ne
lincoln,9900,2009.0,volkswagen,volkswagen - tiguan,like new,4 cylinders,gas,67528.0,clean,automatic,4wd,compact,SUV,black,ne
lincoln,11900,2013.0,lincoln,lincoln - mkz,excellent,4 cylinders,gas,114000.0,clean,automatic,fwd,mid-size,sedan,white,ne
lincoln,49900,2018.0,ford,ford - f150 supercrew lariat 4x4,excellent,6 cylinders,gas,38000.0,clean,automatic,4wd,full-size,pickup,blue,ne
lincoln,7000,2014.0,chevrolet,chevrolet - impala limited police,fair,6 cylinders,gas,144000.0,clean,automatic,fwd,mid-size,sedan,black,ne
lincoln,8450,2009.0,honda,honda - pilot,excellent,6 cylinders,gas,183000.0,clean,automatic,fwd,mid-size,SUV,white,ne
lincoln,12200,2014.0,chevrolet,chevrolet - equinox,excellent,4 cylinders,gas,127948.0,clean,automatic,4wd,compact,SUV,blue,ne
lincoln,11950,2014.0,kia,kia - sorento,good,4 cylinders,gas,104487.0,clean,automatic,fwd,mid-size,SUV,blue,ne
lincoln,19995,2013.0,lexus,lexus - rx 350,excellent,6 cylinders,gas,77000.0,clean,automatic,4wd,mid-size,SUV,black,ne
lincoln,20900,2014.0,bmw,bmw - 4-series,excellent,4 cylinders,gas,49514.0,clean,automatic,4wd,mid-size,coupe,black,ne
lincoln,19900,2017.0,dodge,dodge - challenger,excellent,6 cylinders,gas,60101.0,clean,automatic,rwd,mid-size,coupe,black,ne
lincoln,31900,2019.0,lexus,lexus - nx 200t,excellent,4 cylinders,gas,29101.0,clean,automatic,fwd,full-size,SUV,white,ne
lincoln,19400,2017.0,nissan,nissan - pathfinder,excellent,6 cylinders,gas,33644.0,clean,automatic,4wd,full-size,SUV,red,ne
lincoln,24900,2019.0,nissan,nissan - pathfinder,excellent,6 cylinders,gas,31871.0,clean,automatic,4wd,full-size,SUV,black,ne
lincoln,18900,2017.0,subaru,subaru - forester,excellent,4 cylinders,gas,29212.0,clean,automatic,4wd,full-size,SUV,green,ne
lincoln,23900,2019.0,nissan,nissan - pathfinder,excellent,6 cylinders,gas,32580.0,clean,automatic,fwd,full-size,SUV,white,ne
lincoln,30900,2017.0,ford,ford - explorer xlt 4x4,like new,6 cylinders,gas,33000.0,clean,automatic,4wd,mid-size,SUV,silver,ne
lincoln,32900,2019.0,ford,ford - edge sel awd,like new,4 cylinders,gas,5000.0,clean,automatic,4wd,mid-size,SUV,white,ne
lincoln,10995,2007.0,lexus,lexus - rx 350,good,6 cylinders,gas,104976.0,clean,automatic,4wd,full-size,SUV,green,ne
lincoln,5995,2006.0,toyota,toyota - sienna,good,6 cylinders,gas,182101.0,clean,automatic,fwd,full-size,van,blue,ne
lincoln,7995,2007.0,honda,honda - cr-v,good,4 cylinders,gas,146632.0,clean,automatic,4wd,full-size,SUV,blue,ne
lincoln,10995,2003.0,chevrolet,chevrolet - tahoe,excellent,8 cylinders,gas,90127.0,clean,automatic,4wd,full-size,SUV,green,ne
lincoln,5995,2006.0,honda,honda - cr-v,excellent,4 cylinders,gas,176589.0,clean,automatic,4wd,full-size,SUV,grey,ne
lincoln,12995,2008.0,ford,ford - f-150,excellent,8 cylinders,gas,102843.0,clean,automatic,4wd,full-size,truck,white,ne
lincoln,12995,2016.0,jeep,jeep - cherokee,excellent,4 cylinders,gas,71591.0,clean,automatic,fwd,full-size,SUV,grey,ne
lincoln,8995,2012.0,jeep,jeep - patriot,excellent,4 cylinders,gas,83417.0,clean,automatic,4wd,full-size,SUV,silver,ne
lincoln,6995,2007.0,jeep,jeep - patriot,excellent,4 cylinders,gas,118464.0,clean,automatic,fwd,full-size,SUV,custom,ne
lincoln,7995,2008.0,pontiac,pontiac - torrent,excellent,6 cylinders,gas,71919.0,clean,automatic,4wd,full-size,SUV,grey,ne
lincoln,7995,2004.0,jeep,jeep - liberty,excellent,6 cylinders,gas,102453.0,clean,automatic,4wd,full-size,SUV,silver,ne
lincoln,9475,2012.0,toyota,toyota - camrey le,like new,4 cylinders,gas,127595.0,clean,automatic,fwd,mid-size,sedan,black,ne
lincoln,1900,2006.0,chevrolet,chevrolet - cobalt,salvage,6 cylinders,gas,87000.0,clean,automatic,rwd,mid-size,coupe,blue,ne
lincoln,2600,2002.0,nissan,nissan - altima,fair,6 cylinders,gas,220116.0,clean,automatic,fwd,mid-size,sedan,silver,ne
lincoln,43900,2018.0,ford,ford - f150 supercrew xlt 4x4,like new,6 cylinders,gas,23000.0,clean,automatic,4wd,full-size,pickup,grey,ne
north platte,2500,2000.0,honda,honda - cr-v,good,4 cylinders,gas,151500.0,clean,automatic,4wd,compact,SUV,silver,ne
north platte,12999,2011.0,nissan,"nissan - armada,platinum",excellent,8 cylinders,gas,168572.0,clean,automatic,4wd,full-size,SUV,black,ne
north platte,10999,2014.0,hyundai,hyundai - santa fe sport,excellent,4 cylinders,gas,129170.0,clean,automatic,4wd,mid-size,SUV,white,ne
north platte,10999,2018.0,ford,ford - focus,excellent,4 cylinders,gas,67241.0,clean,automatic,fwd,mid-size,sedan,grey,ne
north platte,17999,2014.0,dodge,dodge - durango limited,excellent,6 cylinders,gas,124872.0,clean,automatic,4wd,mid-size,SUV,white,ne
north platte,28999,2014.0,ram,ram - 2500 slt,excellent,8 cylinders,gas,149790.0,clean,automatic,4wd,full-size,pickup,grey,ne
north platte,18999,2012.0,ram,ram - 1500 sport,excellent,8 cylinders,gas,159258.0,clean,automatic,4wd,full-size,pickup,white,ne
north platte,22999,2015.0,chevrolet,chevrolet - silverado 2500,excellent,8 cylinders,gas,179667.0,clean,automatic,4wd,full-size,pickup,silver,ne
north platte,15999,2018.0,chevrolet,"chevrolet - cruze, lt",excellent,4 cylinders,gas,36465.0,clean,automatic,fwd,full-size,sedan,black,ne
north platte,11999,2006.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,137744.0,clean,automatic,4wd,full-size,pickup,grey,ne
omaha / council bluffs,13495,2015.0,chevrolet,chevrolet - equinox,excellent,4 cylinders,gas,101629.0,clean,automatic,fwd,full-size,SUV,white,ne
omaha / council bluffs,14495,2017.0,kia,kia - sportage,excellent,4 cylinders,gas,89953.0,clean,automatic,fwd,full-size,SUV,custom,ne
omaha / council bluffs,12850,2009.0,nissan,nissan - titan le,excellent,8 cylinders,gas,181000.0,clean,automatic,4wd,full-size,truck,black,ne
omaha / council bluffs,10550,2012.0,hyundai,hyundai - veloster,excellent,4 cylinders,gas,74000.0,clean,automatic,fwd,compact,coupe,grey,ne
omaha / council bluffs,9985,2007.0,chevrolet,chevrolet - impala,excellent,6 cylinders,gas,81000.0,clean,automatic,fwd,compact,sedan,red,ne
omaha / council bluffs,7950,2008.0,chevrolet,chevrolet - impala lt,excellent,6 cylinders,gas,127000.0,clean,other,fwd,compact,sedan,silver,ne
omaha / council bluffs,9985,2009.0,ford,ford - escape limited 4x4,excellent,6 cylinders,gas,141000.0,clean,automatic,4wd,full-size,SUV,grey,ne
omaha / council bluffs,11880,2005.0,ram,ram - 1500 slt,excellent,8 cylinders,gas,158000.0,clean,automatic,rwd,full-size,truck,silver,ne
omaha / council bluffs,12850,2003.0,chevrolet,chevrolet - silverado 1500hd lt,excellent,8 cylinders,gas,160000.0,clean,automatic,4wd,full-size,truck,silver,ne
elko,9995,2004.0,chevrolet,chevrolet - trailblazer,excellent,6 cylinders,gas,90303.0,clean,automatic,4wd,full-size,SUV,silver,nv
elko,19995,2003.0,ford,ford - super duty f-250,excellent,10 cylinders,gas,104544.0,clean,automatic,4wd,full-size,truck,custom,nv
elko,14995,2000.0,toyota,toyota - tundra,excellent,8 cylinders,gas,148118.0,clean,automatic,4wd,full-size,truck,silver,nv
elko,26995,2011.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,85341.0,clean,automatic,4wd,full-size,truck,red,nv
elko,12995,2004.0,gmc,gmc - sonoma,excellent,6 cylinders,gas,113017.0,clean,automatic,4wd,full-size,truck,grey,nv
elko,24988,2008.0,ford,ford - f250 extra cab 4x4 diesel,excellent,8 cylinders,diesel,105961.0,clean,automatic,4wd,full-size,pickup,grey,nv
elko,34995,2019.0,ram,ram - 1500 classic,excellent,6 cylinders,gas,42367.0,clean,automatic,4wd,full-size,pickup,red,nv
elko,14500,2000.0,ford,ford - f350,excellent,8 cylinders,diesel,209250.0,clean,manual,4wd,full-size,pickup,blue,nv
elko,13495,2008.0,audi,audi - a4,excellent,6 cylinders,gas,78122.0,clean,automatic,4wd,compact,sedan,black,nv
elko,24995,2016.0,subaru,subaru - wrx,excellent,4 cylinders,gas,51842.0,clean,manual,4wd,compact,sedan,grey,nv
elko,41995,2014.0,chevrolet,chevrolet - silverado ltz 6.2l,excellent,8 cylinders,gas,53256.0,clean,automatic,4wd,full-size,pickup,white,nv
elko,56988,2019.0,ford,ford - f350 crew cab 4x4 flat bed,like new,8 cylinders,gas,18671.0,clean,automatic,4wd,full-size,truck,white,nv
elko,22995,2009.0,chevrolet,chevrolet - silverado 1500,excellent,8 cylinders,gas,82186.0,clean,automatic,4wd,full-size,truck,silver,nv
elko,12995,2008.0,gmc,gmc - acadia,excellent,6 cylinders,gas,84128.0,clean,automatic,4wd,full-size,SUV,black,nv
elko,27995,2008.0,toyota,toyota - tundra 4wd truck,excellent,8 cylinders,gas,79414.0,clean,automatic,4wd,full-size,truck,grey,nv
elko,16995,2011.0,acura,acura - mdx,excellent,6 cylinders,gas,89430.0,clean,automatic,4wd,full-size,SUV,custom,nv
elko,22995,2010.0,ford,ford - f-150,excellent,8 cylinders,gas,84273.0,clean,automatic,4wd,full-size,truck,red,nv
